SLP1	RVS	RVV	SVK	SVR	SVJ	YVVM	YVVK	YVM	YVKp	YVK	YVT	AVS	AVP	SB
e4\~	U090F+0901+0952+096A	U090F+0901+096A	U090F+0901+A8E3+096A			U090F+0901+0952+096A	U090F+0901+0952+096A	U090F+0901+0952+096A	U090F+0901+0952+096A	U090F+0901+1CDC+096A	U090F+0901+0952+096A	U090F+0901+0952+096A	U090F+0901+1CDC+096A	U090F+0901+0952+096A/U090F+0901+1CD8+096A
e4^~	U090F+0901+0951+096A	U090F+0901+1CE0+096A/U090F+0901+0969+0952	U090F+0901+A8E2+096A			U090F+0901+1CD6+096A/U090F+0901+1CD5+096A	U090F+0901+0951+096A/U090F+0901+0952+096A	U090F+0901+1CD8+096A/U0969+090F+0901+0952+096A	U090F+0901+0951+096A/U090F+0901+0952+096A	U090F+0901+1CD7+096A/U090F+0901+1CD5+096A/U090F+0901+1CD8+096A	U090F+0901+1CDA+096A/{U090F+0901+0951+096A}	U090F+0901+1CE1+096A	U090F+0901+1CD6+096A	
e4/8~	U090F+0901+096A	U090F+0901+0951+096A	U090F+0901+A8E1+096A/U090F+0901+A8E1+A8EF+096A/U090F+0901+A8E2+096A/U090F+0901+A8E2+A8EB+096A			U090F+0901+096A	U090F+0901+096A	U090F+0901+0951+096A	U090F+0901+096A	U090F+0901+0951+096A	U090F+0901+096A	U090F+0901+096A	U090F+0901+0951+096A	U090F+0901+096A
e4\7~	U090F+0901+0952+096A					U090F+0901+0952+096A	U090F+0901+0952+096A		U090F+0901+0952+096A		U090F+0901+0952+096A	U090F+0901+0952+096A	U090F+0901+1CDD+0969	
e4\6~		U090F+0901+096A	U090F+0901+A8E3+A8EC+096A					U090F+0901+0952+096A		U090F+0901+1CDC+096A			U090F+0901+1CDC+096A	
e4^98~	U090F+0901+0951+096A					U090F+0901+0951+096A/U090F+0901+1CD6+096A	U090F+0901+0951+096A/U090F+0901+0952+096A		U090F+0901+0951+096A/U090F+0901+0952+096A		U090F+0901+1CDA+096A/{U090F+0901+0951+096A}	U090F+0901+0951+096A		
e4^97~	U090F+0901+0967+0951+0952+096A					U090F+0901+1CD5+096A						U090F+0901+0967+0951+0952+096A		
e4^87~		U090F+0901+096A	U090F+0901+A8E2+096A/U090F+0901+A8E2+A8EF+096A					U090F+0901+1CDB+096A/U090F+0901+1CD4+096A		U090F+0901+1CDD+096A			U090F+0901+1CDD+096A	
e4^87+~		U090F+0901+1CE0+096A	U090F+0901+A8E2+096A/U090F+0901+A8E2+A8EF+096A					U090F+0901+1CD8+096A		U090F+0901+1CD7+096A/U090F+0901+1CD8+096A			U090F+0901+1CD6+096A	
e4^86~		U090F+0901+0969+0952	U090F+0901+096A					U0969+090F+0901+0952+096A		U090F+0901+1CD5+096A/{U090F+0901+1CD9+096A}				
e*	U090F													
E	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910	U0910
E~	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901	U0910+0901
E/	U0910	U0910+0951	U0910+A8E1			U0910	U0910	U0910+0951	U0910	U0910+0951	U0910	U0910	U0910+0951	U0910
E/~	U0910+0901	U0910+0901+0951	U0910+0901+A8E1			U0910+0901	U0910+0901	U0910+0901+0951	U0910+0901	U0910+0901+0951	U0910+0901	U0910+0901	U0910+0901+0951	U0910+0901
E\	U0910+0952	U0910	U0910+A8E3			U0910+0952	U0910+0952	U0910+0952	U0910+0952	U0910+1CDC	U0910+0952	U0910+0952	U0910+1CDC	U0910+0952/U0910+1CD8/U0910+1CDE/U0910+1CDF/U0910+1CDF+1CDF
E\~	U0910+0901+0952	U0910+0901	U0910+0901+A8E3			U0910+0901+0952	U0910+0901+0952	U0910+0901+0952	U0910+0901+0952	U0910+0901+1CDC	U0910+0901+0952	U0910+0901+0952	U0910+0901+1CDC	U0910+0901+0952/U0910+0901+1CD8
E^	U0910+0951	U0910+1CE0/U0910+0969+0952	U0910+A8E2			U0910+1CD6/U0910+1CD5	U0910+0951/U0910+0952	U0910+1CD8/U0969+0910+0952	U0910+0951/U0910+0952	U0910+1CD7/U0910+1CD8/U0910+1CD5/{U0910+1CD9}	U0910+1CDA/{U0910+0951}	U0910+1CE1	U0910+1CD6	
E^~	U0910+0901+0951	U0910+0901+1CE0/U0910+0901+0969+0952	U0910+0901+A8E2			U0910+0901+1CD6/U0910+0901+1CD5	U0910+0901+0951/U0910+0901+0952	U0910+0901+1CD8/U0969+0910+0901+0952	U0910+0901+0951/U0910+0901+0952	U0910+0901+1CD7/U0910+0901+1CD8/U0910+0901+1CD5/{U0910+0901+1CD9}	U0910+0901+1CDA/{U0910+0901+0951}	U0910+0901+1CE1	U0910+0901+1CD6	
E/8	U0910	U0910+0951	U0910+A8E1/U0910+A8E1+A8EF/U0910+A8E2/U0910+A8E2+A8EB			U0910	U0910	U0910+0951	U0910	U0910+0951	U0910	U0910	U0910+0951	U0910
E/8~	U0910+0901	U0910+0901+0951	U0910+0901+A8E1/U0910+0901+A8E1+A8EF/U0910+0901+A8E2/U0910+0901+A8E2+A8EB			U0910+0901	U0910+0901	U0910+0901+0951	U0910+0901	U0910+0901+0951	U0910+0901	U0910+0901	U0910+0901+0951	U0910+0901
E\7	U0910+0952					U0910+0952	U0910+0952		U0910+0952		U0910+0952	U0910+0952	U0910+1CDD	
E\7~	U0910+0901+0952					U0910+0901+0952	U0910+0901+0952		U0910+0901+0952		U0910+0901+0952	U0910+0901+0952	U0910+0901+1CDD	
E\6		U0910	U0910+A8E3+A8EC					U0910+0952		U0910+1CDC			U0910+1CDC	
E\6~		U0910+0901	U0910+0901+A8E3+A8EC					U0910+0901+0952		U0910+0901+1CDC			U0910+0901+1CDC	
E^98	U0910+0951					U0910+0951/U0910+1CD6	U0910+0951/U0910+0952		U0910+0951/U0910+0952		U0910+1CDA/{U0910+0951}	U0910+0951		
E^98~	U0910+0901+0951					U0910+0901+0951/U0910+0901+1CD6	U0910+0901+0951/U0910+0901+0952		U0910+0901+0951/U0910+0901+0952		U0910+0901+1CDA/{U0910+0901+0951}	U0910+0901+0951		
E^97	U0910+0967+0951+0952					U0910+1CD5						U0910+0967+0951+0952		
E^97~	U0910+0901+0967+0951+0952					U0910+0901+1CD5						U0910+0901+0967+0951+0952		
E^87		U0910	U0910+A8E2/U0910+A8E2+A8EF					U0910+1CDB/U0910+1CD4		U0910+1CDD			U0910+1CDD	
E^87~		U0910+0901	U0910+0901+A8E2/U0910+0901+A8E2+A8EF					U0910+0901+1CDB/U0910+0901+1CD4		U0910+0901+1CDD			U0910+0901+1CDD	
E^87+		U0910+1CE0	U0910+A8E2/U0910+A8E2+A8EF					U0910+1CD8		U0910+1CD7/U0910+1CD8			U0910+1CD6	
E^87+~		U0910+0901+1CE0	U0910+0901+A8E2/U0910+0901+A8E2+A8EF					U0910+0901+1CD8		U0910+0901+1CD7/U0910+0901+1CD8			U0910+0901+1CD6	
E^86		U0910+0969+0952	U0910+0969					U0969+0910+0952		U0910+1CD5/{U0910+1CD9}				
E^86~		U0910+0901+0969+0952	U0910+0901+0969					U0969+0910+0901+0952		U0910+0901+1CD5/{U0910+0901+1CD9}				
E3	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969	U0910+0969
E3~	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0969
E3/	U0910+0969	U0910+A8E1+0969			U0910+0969	U0910+0969	U0910+0951+0969	U0910+0969	U0910+0951+0969	U0910+0969	U0910+0969	U0910+0951+0969	U0910+0969	
E3/~	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+A8E1+0969			U0910+0901+0969	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+0969
E3\	U0910+0952+0969	U0910+0969	U0910+A8E3+0969			U0910+0952+0969	U0910+0952+0969	U0910+0952+0969	U0910+0952+0969	U0910+1CDC+0969	U0910+0952+0969	U0910+0952+0969	U0910+1CDC+0969	U0910+0952+0969/U0910+1CD8+0969/U0910+1CDE+0969/U0910+1CDF+0969/U0910+1CDF+1CDF+0969
E3\~	U0910+0901+0952+0969	U0910+0901+0969	U0910+0901+A8E3+0969			U0910+0901+0952+0969	U0910+0901+0952+0969	U0910+0901+0952+0969	U0910+0901+0952+0969	U0910+0901+1CDC+0969	U0910+0901+0952+0969	U0910+0901+0952+0969	U0910+0901+1CDC+0969	U0910+0901+0952+0969/U0910+0901+1CD8+0969
E3^	U0910+0951+0969	U0910+1CE0+0969/U0910+0969+0952	U0910+A8E2+0969			U0910+1CD6+0969/U0910+1CD5+0969	U0910+0951+0969/U0910+0952+0969	U0910+1CD8+0969/U0969+0910+0952+0969	U0910+0951+0969/U0910+0952+0969	U0910+1CD7/U0910+1CD8+0969/U0910+1CD5+0969/{U0910+1CD9+0969}	U0910+1CDA+0969/{U0910+0951+0969}	U0910+1CE1+0969	U0910+1CD6+0969	
E3^~	U0910+0901+0951+0969	U0910+0901+1CE0+0969/U0910+0901+0969+0952	U0910+0901+A8E2+0969			U0910+0901+1CD6+0969/U0910+0901+1CD5+0969	U0910+0901+0951+0969/U0910+0901+0952+0969	U0910+0901+1CD8+0969/U0969+0910+0901+0952+0969	U0910+0901+0951+0969/U0910+0901+0952+0969	U0910+0901+1CD7+0969/U0910+0901+1CD8+0969/U0910+0901+1CD5+0969/{U0910+0901+1CD9+0969}	U0910+0901+1CDA+0969/{U0910+0901+0951+0969}	U0910+0901+1CE1+0969	U0910+0901+1CD6+0969	
E3/8	U0910+0969	U0910+0951+0969	U0910+A8E1+0969/U0910+A8E1+A8EF+0969/U0910+A8E2+0969/U0910+A8E2+A8EB+0969			U0910+0969	U0910+0969	U0910+0951+0969	U0910+0969	U0910+0951+0969	U0910+0969	U0910+0969	U0910+0951+0969	U0910+0969
E3/8~	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+A8E1+0969/U0910+0901+A8E1+A8EF+0969/U0910+0901+A8E2+0969/U0910+0901+A8E2+A8EB+0969			U0910+0901+0969	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+0969	U0910+0901+0969	U0910+0901+0951+0969	U0910+0901+0969
E3\7	U0910+0952+0969					U0910+0952+0969	U0910+0952+0969		U0910+0952+0969		U0910+0952+0969	U0910+0952+0969	U0910+1CDD+0969	
E3\7~	U0910+0901+0952+0969					U0910+0901+0952+0969	U0910+0901+0952+0969		U0910+0901+0952+0969		U0910+0901+0952+0969	U0910+0901+0952+0969	U0910+0901+1CDD+0969	
E3\6		U0910+0969	U0910+A8E3+A8EC+0969					U0910+0952+0969		U0910+1CDC+0969			U0910+1CDC+0969	
E3\6~		U0910+0901+0969	U0910+0901+A8E3+A8EC+0969					U0910+0901+0952+0969		U0910+0901+1CDC+0969			U0910+0901+1CDC+0969	
E3^98	U0910+0951+0969					U0910+0951+0969/U0910+1CD6+0969	U0910+0951+0969/U0910+0952+0969		U0910+0951+0969/U0910+0952+0969		U0910+1CDA+0969/{U0910+0951+0969}	U0910+0951+0969		
E3^98~	U0910+0901+0951+0969					U0910+0901+0951+0969/U0910+0901+1CD6+0969	U0910+0901+0951+0969/U0910+0901+0952+0969		U0910+0901+0951+0969/U0910+0901+0952+0969		U0910+0901+1CDA+0969/{U0910+0901+0951+0969}	U0910+0901+0951+0969		
E3^97	U0910+0967+0951+0952+0969					U0910+1CD5+0969						U0910+0967+0951+0952+0969		
E3^97~	U0910+0901+0967+0951+0952+0969					U0910+0901+1CD5+0969						U0910+0901+0967+0951+0952+0969		
E3^87		U0910+0969	U0910+A8E2+0969/U0910+A8E2+A8EF+0969					U0910+1CDB+0969/U0910+1CD4+0969		U0910+1CDD+0969			U0910+1CDD+0969	
E3^87~		U0910+0901+0969	U0910+0901+A8E2+0969/U0910+0901+A8E2+A8EF+0969					U0910+0901+1CDB+0969/U0910+0901+1CD4+0969		U0910+0901+1CDD+0969			U0910+0901+1CDD+0969	
E3^87+		U0910+1CE0+0969	U0910+A8E2+0969/U0910+A8E2+A8EF+0969					U0910+1CD8+0969		U0910+1CD7+0969/U0910+1CD8+0969			U0910+1CD6+0969	
E3^87+~		U0910+0901+1CE0+0969	U0910+0901+A8E2+0969/U0910+0901+A8E2+A8EF+0969					U0910+0901+1CD8+0969		U0910+0901+1CD7+0969/U0910+0901+1CD8+0969			U0910+0901+1CD6+0969	
E3^86		U0910+0969+0952	U0910+0969					U0969+0910+0952+0969		U0910+1CD5+0969/{U0910+1CD9+0969}				
E3^86~		U0910+0901+0969+0952	U0910+0901+0969					U0969+0910+0901+0952+0969		U0910+0901+1CD5+0969/{U0910+0901+1CD9+0969}				
E4~	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+096A
E4/~	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+A8E1+096A			U0910+0901+096A	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+096A
E4\~	U0910+0901+0952+096A	U0910+0901+096A	U0910+0901+A8E3+096A			U0910+0901+0952+096A	U0910+0901+0952+096A	U0910+0901+0952+096A	U0910+0901+0952+096A	U0910+0901+1CDC+096A	U0910+0901+0952+096A	U0910+0901+0952+096A	U0910+0901+1CDC+096A	U0910+0901+0952+096A/U0910+0901+1CD8+096A
E4^~	U0910+0901+0951+096A	U0910+0901+1CE0+096A/U0910+0901+0969+0952	U0910+0901+A8E2+096A			U0910+0901+1CD6+096A/U0910+0901+1CD5+096A	U0910+0901+0951+096A/U0910+0901+0952+096A	U0910+0901+1CD8+096A/U0969+0910+0901+0952+096A	U0910+0901+0951+096A/U0910+0901+0952+096A	U0910+0901+1CD7+096A/U0910+0901+1CD8+096A/U0910+0901+1CD5+096A	U0910+0901+1CDA+096A/{U0910+0901+0951+096A}	U0910+0901+1CE1+096A	U0910+0901+1CD6+096A	
E4/8~	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+A8E1+096A/U0910+0901+A8E1+A8EF+096A/U0910+0901+A8E2+096A/U0910+0901+A8E2+A8EB+096A			U0910+0901+096A	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+096A	U0910+0901+096A	U0910+0901+0951+096A	U0910+0901+096A
E4\7~	U0910+0901+0952+096A					U0910+0901+0952+096A	U0910+0901+0952+096A		U0910+0901+0952+096A		U0910+0901+0952+096A	U0910+0901+0952+096A	U0910+0901+1CDD+096A	
E4\6~		U0910+0901+096A	U0910+0901+A8E3+A8EC+096A					U0910+0901+0952+096A		U0910+0901+1CDC+096A			U0910+0901+1CDC+096A	
E4^98~	U0910+0901+0951+096A					U0910+0901+0951+096A/U0910+0901+1CD6+096A	U0910+0901+0951+096A/U0910+0901+0952+096A		U0910+0901+0951+096A/U0910+0901+0952+096A		U0910+0901+1CDA+096A/{U0910+0901+0951+096A}	U0910+0901+0951+096A		
E4^97~	U0910+0901+0967+0951+0952+096A					U0910+0901+1CD5+096A						U0910+0901+0967+0951+0952+096A		
E4^87~		U0910+0901+096A	U0910+0901+A8E2+096A/U0910+0901+A8E2+A8EF+096A					U0910+0901+1CDB+096A/U0910+0901+1CD4+096A		U0910+0901+1CDD+096A			U0910+0901+1CDD+096A	
E4^87+~		U0910+0901+1CE0+096A	U0910+0901+A8E2+096A/U0910+0901+A8E2+A8EF+096A					U0910+0901+1CD8+096A		U0910+0901+1CD7+096A/U0910+0901+1CD8+096A			U0910+0901+1CD6+096A	
E4^86~		U0910+0901+0969+0952	U0910+0901+096A					U0969+0910+0901+0952+096A		U0910+0901+1CD5+096A/{U0910+0901+1CD9+096A}				
o1	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967	U0913+0967
o1~	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0967
o1/	U0913+0967	U0913+0951+0967	U0913+A8E1+0967			U0913+0967	U0913+0967	U0913+0951+0967	U0913+0967	U0913+0951+0967	U0913+0967	U0913+0967	U0913+0951+0967	U0913+0967
o1/~	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+A8E1+0967			U0913+0901+0967	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+0967
o1\	U0913+0952+0967	U0913+0967	U0913+A8E3+0967			U0913+0952+0967	U0913+0952+0967	U0913+0952+0967	U0913+0952+0967	U0913+1CDC+0967	U0913+0952+0967	U0913+0952+0967	U0913+1CDC+0967	U0913+0952+0967/U0913+1CD8+0967/U0913+1CDE+0967/U0913+1CDF+0967/U0913+1CDF+1CDF+0967
o1\~	U0913+0901+0952+0967	U0913+0901+0967	U0913+0901+A8E3+0967			U0913+0901+0952+0967	U0913+0901+0952+0967	U0913+0901+0952+0967	U0913+0901+0952+0967	U0913+0901+1CDC+0967	U0913+0901+0952+0967	U0913+0901+0952+0967	U0913+0901+1CDC+0967	U0913+0901+0952+0967/U0913+0901+1CD8+0967
o1^	U0913+0951+0967	U0913+1CE0+0967/U0913+0969+0952	U0913+A8E2+0967			U0913+1CD6+0967/U0913+1CD5+0967	U0913+0951+0967/U0913+0952+0967	U0913+1CD8+0967/U0969+0913+0952+0967	U0913+0951+0967/U0913+0952+0967	U0913+1CD7/U0913+1CD8+0967/U0913+1CD5+0967/{U0913+1CD9+0967}	U0913+0951+0967	U0913+1CE1+0967	U0913+1CD6+0967	
o1^~	U0913+0901+0951+0967	U0913+0901+1CE0+0967/U0913+0901+0969+0952	U0913+0901+A8E2+0967			U0913+0901+1CD6+0967/U0913+0901+1CD5+0967	U0913+0901+0951+0967/U0913+0901+0952+0967	U0913+0901+1CD8+0967/U0969+0913+0901+0952+0967	U0913+0901+0951+0967/U0913+0901+0952+0967	U0913+0901+1CD7+0967/U0913+0901+1CD8+0967/U0913+0901+1CD5+0967/{U0913+0901+1CD9+0967}	U0913+0901+0951+0967	U0913+0901+1CE1+0967	U0913+0901+1CD6+0967	
o1/8	U0913+0967	U0913+0951+0967	U0913+A8E1+0967/U0913+A8E1+A8EF+0967/U0913+A8E2+0967/U0913+A8E2+A8EB+0967			U0913+0967	U0913+0967	U0913+0951+0967	U0913+0967	U0913+0951+0967	U0913+0967	U0913+0967	U0913+0951+0967	U0913+0967
o1/8~	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+A8E1+0967/U0913+0901+A8E1+A8EF+0967/U0913+0901+A8E2+0967/U0913+0901+A8E2+A8EB+0967			U0913+0901+0967	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+0967	U0913+0901+0967	U0913+0901+0951+0967	U0913+0901+0967
o1\7	U0913+0952+0967					U0913+0952+0967	U0913+0952+0967		U0913+0952+0967		U0913+0952+0967	U0913+0952+0967	U0913+1CDD+0967	
o1\7~	U0913+0901+0952+0967					U0913+0901+0952+0967	U0913+0901+0952+0967		U0913+0901+0952+0967		U0913+0901+0952+0967	U0913+0901+0952+0967	U0913+0901+1CDD+0967	
o1\6		U0913+0967	U0913+A8E3+A8EC+0967					U0913+0952+0967		U0913+1CDC+0967			U0913+1CDC+0967	
o1\6~		U0913+0901+0967	U0913+0901+A8E3+A8EC+0967					U0913+0901+0952+0967		U0913+0901+1CDC+0967			U0913+0901+1CDC+0967	
o1^98	U0913+0951+0967					U0913+0951+0967/U0913+1CD6+0967	U0913+0951+0967/U0913+0952+0967		U0913+0951+0967/U0913+0952+0967		U0913+0951+0967	U0913+0951+0967		
o1^98~	U0913+0901+0951+0967					U0913+0901+0951+0967/U0913+0901+1CD6+0967	U0913+0901+0951+0967/U0913+0901+0952+0967		U0913+0901+0951+0967/U0913+0901+0952+0967		U0913+0901+0951+0967	U0913+0901+0951+0967		
o1^97	U0913+0967+0951+0952					U0913+1CD5+0967						U0913+0967+0951+0952		
o1^97~	U0913+0901+0967+0951+0952					U0913+0901+1CD5+0967						U0913+0901+0967+0951+0952		
o1^87		U0913+0967	U0913+A8E2+0967/U0913+A8E2+A8EF+0967					U0913+1CDB+0967/U0913+1CD4+0967		U0913+1CDD+0967			U0913+1CDD+0967	
o1^87~		U0913+0901+0967	U0913+0901+A8E2+0967/U0913+0901+A8E2+A8EF+0967					U0913+0901+1CDB+0967/U0913+0901+1CD4+0967		U0913+0901+1CDD+0967			U0913+0901+1CDD+0967	
o1^87+		U0913+1CE0+0967	U0913+A8E2+0967/U0913+A8E2+A8EF+0967					U0913+1CD8+0967		U0913+1CD7+0967/U0913+1CD8+0967			U0913+1CD6+0967	
o1^87+~		U0913+0901+1CE0+0967	U0913+0901+A8E2+0967/U0913+0901+A8E2+A8EF+0967					U0913+0901+1CD8+0967		U0913+0901+1CD7+0967/U0913+0901+1CD8+0967			U0913+0901+1CD6+0967	
o1^86		U0913+0969+0952	U0913+0969					U0969+0913+0952+0967		U0913+1CD5+0967/{U0913+1CD9+0967}				
o1^86~		U0913+0901+0969+0952	U0913+0901+0969					U0969+0913+0901+0952+0967		U0913+0901+1CD5+0967/{U0913+0901+1CD9+0967}				
o	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913	U0913
o~	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901	U0913+0901
o/	U0913	U0913+0951	U0913+A8E1			U0913	U0913	U0913+0951	U0913	U0913+0951	U0913	U0913	U0913+0951	U0913
o/~	U0913+0901	U0913+0901+0951	U0913+0901+A8E1			U0913+0901	U0913+0901	U0913+0901+0951	U0913+0901	U0913+0901+0951	U0913+0901	U0913+0901	U0913+0901+0951	U0913+0901
o\	U0913+0952	U0913	U0913+A8E3			U0913+0952	U0913+0952	U0913+0952	U0913+0952	U0913+1CDC	U0913+0952	U0913+0952	U0913+1CDC	U0913+0952/U0913+1CD8/U0913+1CDE/U0913+1CDF/U0913+1CDF+1CDF
o\~	U0913+0901+0952	U0913+0901	U0913+0901+A8E3			U0913+0901+0952	U0913+0901+0952	U0913+0901+0952	U0913+0901+0952	U0913+0901+1CDC	U0913+0901+0952	U0913+0901+0952	U0913+0901+1CDC	U0913+0901+0952/U0913+0901+1CD8
o^	U0913+0951	U0913+1CE0/U0913+0969+0952	U0913+A8E2			U0913+1CD6/U0913+1CD5	U0913+0951/U0913+0952	U0913+1CD8/U0969+0913+0952	U0913+0951/U0913+0952	U0913+1CD7/U0913+1CD8/U0913+1CD5/{U0913+1CD9}	U0913+1CDA/{U0913+0951}	U0913+1CE1	U0913+1CD6	
o^~	U0913+0901+0951	U0913+0901+1CE0/U0913+0901+0969+0952	U0913+0901+A8E2			U0913+0901+1CD6/U0913+0901+1CD5	U0913+0901+0951/U0913+0901+0952	U0913+0901+1CD8/U0969+0913+0901+0952	U0913+0901+0951/U0913+0901+0952	U0913+0901+1CD7/U0913+0901+1CD8/U0913+0901+1CD5/{U0913+0901+1CD9}	U0913+0901+1CDA/{U0913+0901+0951}	U0913+0901+1CE1	U0913+0901+1CD6	
o/8	U0913	U0913+0951	U0913+A8E1/U0913+A8E1+A8EF/U0913+A8E2/U0913+A8E2+A8EB			U0913	U0913	U0913+0951	U0913	U0913+0951	U0913	U0913	U0913+0951	U0913
o/8~	U0913+0901	U0913+0901+0951	U0913+0901+A8E1/U0913+0901+A8E1+A8EF/U0913+0901+A8E2/U0913+0901+A8E2+A8EB			U0913+0901	U0913+0901	U0913+0901+0951	U0913+0901	U0913+0901+0951	U0913+0901	U0913+0901	U0913+0901+0951	U0913+0901
o\7	U0913+0952					U0913+0952	U0913+0952		U0913+0952		U0913+0952	U0913+0952	U0913+1CDD	
o\7~	U0913+0901+0952					U0913+0901+0952	U0913+0901+0952		U0913+0901+0952		U0913+0901+0952	U0913+0901+0952	U0913+0901+1CDD	
o\6		U0913	U0913+A8E3+A8EC					U0913+0952		U0913+1CDC			U0913+1CDC	
o\6~		U0913+0901	U0913+0901+A8E3+A8EC					U0913+0901+0952		U0913+0901+1CDC			U0913+0901+1CDC	
o^98	U0913+0951					U0913+0951/U0913+1CD6	U0913+0951/U0913+0952		U0913+0951/U0913+0952		U0913+1CDA/{U0913+0951}	U0913+0951		
o^98~	U0913+0901+0951					U0913+0901+0951/U0913+0901+1CD6	U0913+0901+0951/U0913+0901+0952		U0913+0901+0951/U0913+0901+0952		U0913+0901+1CDA/{U0913+0901+0951}	U0913+0901+0951		
o^97	U0913+0967+0951+0952					U0913+1CD5						U0913+0967+0951+0952		
o^97~	U0913+0901+0967+0951+0952					U0913+0901+1CD5						U0913+0901+0967+0951+0952		
o^87		U0913	U0913+A8E2/U0913+A8E2+A8EF					U0913+1CDB/U0913+1CD4		U0913+1CDD			U0913+1CDD	
o^87~		U0913+0901	U0913+0901+A8E2/U0913+0901+A8E2+A8EF					U0913+0901+1CDB/U0913+0901+1CD4		U0913+0901+1CDD			U0913+0901+1CDD	
o^87+		U0913+1CE0	U0913+A8E2/U0913+A8E2+A8EF					U0913+1CD8		U0913+1CD7/U0913+1CD8			U0913+1CD6	
o^87+~		U0913+0901+1CE0	U0913+0901+A8E2/U0913+0901+A8E2+A8EF					U0913+0901+1CD8		U0913+0901+1CD7/U0913+0901+1CD8			U0913+0901+1CD6	
o^86		U0913+0969+0952	U0913+0969					U0969+0913+0952		U0913+1CD5/{U0913+1CD9}				
o^86~		U0913+0901+0969+0952	U0913+0901+0969					U0969+0913+0901+0952		U0913+0901+1CD5/{U0913+0901+1CD9}				
o3	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969	U0913+0969
o3~	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0969
o3/	U0913+0969	U0913+A8E1+0969			U0913+0969	U0913+0969	U0913+0951+0969	U0913+0969	U0913+0951+0969	U0913+0969	U0913+0969	U0913+0951+0969	U0913+0969	
o3/~	U0913+0901+0969	U0913+0901+0951+0969	U0913+0901+A8E1+0969			U0913+0901+0969	U0913+0901+0969	U0913+0901+0951+0969	U0913+0901+0969	U0913+0901+0951+0969	U0913+0901+0969	U0913+0901+0969	U0913+0901+0951+0969	U0913+0901+0969
